Circular Number,Circular Date,Text,Predicted Redshift,Predicted GRB Number,Predicted Telescope Name,Predicted Redshift Type
35756,2024-02-19 11:21:15.238,"GRB 240218A: VLT/X-shooter redshift of z = 6.782A. Saccardi (GEPI/Obs. de Paris), D. B. Malesani (DAWN/NBI & Radboud Univ.), J. T. Palmerio (GEPI/Obs. de Paris & IAP), S. D. Vergani (GEPI/Obs. de Paris & IAP & INAF/OABr), E. Le Floc’h (CEA), L. Izzo (INAF/OACn & DARK/NBI), A. J. Levan (Radboud Univ. & Warwick Univ.), J. P. U. Fynbo (DAWN/NBI), P. D’Avanzo (INAF/OABr), A. Rossi (INAF/OAS), A. de Ugarte Postigo (OCA), report on behalf of the Stargate collaboration:

We observed the field of the Swift and Fermi GRB 240218A (Page et al., GCN 35742; D’Avanzo et al., GCN 35747; Malesani et al., GCN 35749; Veres et al., GCN 35755) using the ESO/VLT UT3 (Melipal) equipped with the X-shooter spectrograph.
Our spectra cover the wavelength range 3000-21000 AA, and consist of 4 exposures of 1200 s each. The observation starting-time was 2024 Feb 19.179 UT (~26 hr after the trigger). We detect a clear continuum across the whole NIR arm. From the detection of multiple absorption features, which we interpret as due to SiII, FeII, AlII, CrII, ZnII, MgI, SiII*, FeII*, CIV and SiIV, we infer a redshift of z = 6.782.

We note that this is the highest GRB redshift measured accurately from metal absorption lines in a good S/N spectrum.
We encourage follow-up at all wavelengths.

We acknowledge the excellent support from the ESO staff in Paranal, in particular Jonathan Smoker, Rodrigo Romero and Pascale Hibon.",6.782,GRB 240218A,ESO/VLT UT3 (Melipal),Spectroscopic
35832,2024-02-29 10:36:12.927,"GRB 240225B: VLT/X-shooter redshiftB. Schneider (MIT), G. Pugliese (API), A. Rossi (INAF/OAS), J. Palmerio (GEPI/Obs. de Paris & IAP), D. B. Malesani (DAWN/NBI and Radboud Univ.), Z. Zhu (NAOC), D. Xu (NAOC), B. P. Gompertz (Birmingham), A. Saccardi (GEPI/Obs. de Paris) report on behalf of the Stargate collaboration:

We observed the field of the MAXI/GSC GRB 240225B (Nakajima et al., GCN 35796; see also Joshi et al. 2024, GCN 35798; Kawakubo et al., GCN 35811) using the ESO VLT UT3 (Melipal) equipped with the X-shooter spectrograph. Our spectra cover the wavelength range 3000-21000 AA, and consist of 4 exposures of 1200 s each. The observation mid-time is 02:29:56 UT on 2024 Feb 29 (~3.3 days after the MAXI trigger).

In grz images taken with the acquisition camera on Feb 29 01:37:53 UT, we clearly detect the optical afterglow (Gompertz et al., GCN 35805; Liu et al., GCN 35812; Malesani et al., GCN 35819; Wise et al., GCN 35820; Gompertz et al., GCN 35824; Pankov et al., GCN 35826; Moskvitin et al., GCN 35828; Mo et al., GCN 35829; Ror et al., GCN 35830; Sasada et al., GCN 35831), for which we measure a preliminary AB magnitude r ~ 21 (the absolute calibration is uncertain due to the low number of Pan-STARRS calibrators in our small FoV).

In a preliminary reduction of the spectra, we clearly detect a continuum over the entire wavelength range. From detection of multiple absorption features, which we interpret as being due to Fe II, Mg II, AlIII, Ca II, and Fe II*, we infer a common redshift of z = 0.946. We conclude this is the redshift of the burst. We also detect emission lines ([O II] and [O III] doublets, and H_alpha) at a consistent redshift, which we interpret as being due to the GRB host galaxy. As noted by Gompertz & Malesani (GCN 35824), the host galaxy is also detected in the Legacy Survey with r ~ 24.2 and a photometric redshift z ~ 0.9, which is consistent with the value we measured.

We acknowledge expert support from the ESO staff in Paranal, in particular Francesca Lucertini, Israel Blanchard and Thomas Rivinius.
",0.946,GRB 240225B,ESO VLT UT3 (Melipal),Spectroscopic
3605,2005-07-13 23:32:35.000,"GRB 050709: SpectroscopyP.A. Price (IfA, Hawaii), K. Roth (Gemini), and D.W. Fox (Caltech)
report on behalf of a larger collaboration:

We have observed a candidate host galaxy of GRB 050709 with the Gemini
North telescope and GMOS spectrograph at 2005 July 13.58 UT.  The
observations were made under clouds, at high airmass, and with morning
twilight interfering with the some of the observations.

The source acquired is the brighter of the two sources reported by
Jensen et al. (GCN #3589; ""Source B"").  The long slit likely does not
cover the position of the fainter of the two sources which is coincident
with the Chandra source (""Source A"").

We have reduced 2x900 sec integrations and identify emission lines at
approximate observed wavelengths of 7617A and 5810A which we associate
with Halpha and [O III]5007 at an approximate redshift of z = 0.16.
Fainter emission lines are observed at 5754A and 5641A, corresponding to
[O III]4959 and Hbeta, and thus we believe the redshift is secure.

If source A is the afterglow of GRB 050709, then it is seen in
projection about 3 kpc from Source B, suggesting that Source B may be
the host galaxy.  The similarity of this case with the previous
potential association of the short/hard GRB 050509B with a low-redshift
galaxy (Bloom et al., GCN #3386) is suggestive.  If GRB 050709 is at z =
0.16, then the isotropic-equivalent energy release is about 6 x 10^49
erg (based on Butler et al., GCN #3570).

A definitive measurement of the distance scale to short/hard GRBs awaits
the demonstration of variability of the X-ray or optical emission.  We
encourage deep observations to ascertain the nature of Source A and, in
particular, to search for variability.



We thank the staff of the Gemini North telescope for outstanding support
for these observations.",z = 0.16,GRB 050709,Gemini North telescope,Spectroscopic
36085,2024-04-14 04:55:18.140,"GRB 240414A : OHP/T193 redshift determinationC. Adami,  O. Ilbert, S. de la Torre (LAM/Pytheas/AMU), A. de Ugarte Postigo (OCA/LAM), B. Schneider (MIT), E. Le Floc’h (CEA Paris-Saclay), report on behalf  of a larger collaboration:

We observed the optical counterpart of GRB 240414A (Caputo et al., GCN 36083, Schneider et al., GCN 36084)
in spectroscopy with the MISTRAL instrument in blue mode using the T193cm telescope at Observatoire de
Haute-Provence (France).

We detect the optical GRB afterglow at RA = 12:19:08.08 and DEC = +56:44:28.8 (J2000).

Our spectra cover the wavelength range 4200-8000 AA and consist of 3 exposures of 900 seconds each.
Observations started at 03:17:09 UT on April 14, 2024 (~57 min after the X-ray trigger). We detect a strong
continuum with absorption features which we identify as AlII, AlIII, FeII, MnII and MgII at a common redshift
of z=1.833 that we interpret as the redshift of GRB 240414A.

Our photometric data reduction continue with g' band observations.

We acknowledge the excellent support from Observatoire de Haute-Provence and in particular Jean-Pierre Troncin
for the MISTRAL observations.",z=1.833,GRB 240414A,MISTRAL instrument in blue mode using the T193cm telescope at Observatoire de Haute-Provence (France),Spectroscopic
36087,2024-04-14 07:07:37.617,"GRB 240414A: Redshift confirmation from GTC/OSIRIS+A. de Ugarte Postigo (CNRS, OCA, LAM), G. Lombardi (GRANTECAN), J. F. Agui Fernandez (CAHA), C. C. Thoene (ASU-CAS), J. P. U. Fynbo (DAWN/NBI), L. Izzo (INAF-OACn & DARK/NBI), N. R. Tanvir (U. Leicester), A. Martin-Carrillo (UCD), S. Geier (GRANTECAN) report:

We have obtained spectroscopy of the afterglow of GRB 240414A (Caputo et al. GCN 36083, Schneider et al. GCN 36084) with OSIRIS+ on the 10.4m GTC on the Roque de los Muchachos Observatory (Spain). The observation consisted of 3x900s exposure with grism R1000B covering the range between 3600 and 7880 AA at a mean epoch 2.11 hrs after the burst.

We detect a strong continuum over all the spectral range with absorption features that we identify as due to OI, CII, SiIV, SiII, CIV, AlII, NiII, AlIII, ZnII, FeII and MnII, as well as SiII* and FeII*, all at a common redshift of 1.833, consistent with the redshift determined by Adami et al. (GCN 36085).

Additionally, we identify an absorption system with CIV and MgII at z=1.703 and another one with MgII at z=1.067. Finally, there is a further strong and slightly broadened feature at 4056 AA that could be due to an intervening system of CIV at z=1.618, but there are no other related features to confirm it.",1.833,GRB 240414A,GTC (Gran Telescopio Canarias),Spectroscopic
36176,2024-04-19 10:34:58.696,"GRB 240419A: VLT/UVES redshift of z = 5.178B. Schneider (MIT), L. Izzo (INAF-Napoli & DARK/NBI), A. Saccardi (GEPI/Obs. de Paris), D. B. Malesani (DAWN/NBI and Radboud Univ.),  J. T. Palmerio (GEPI, Obs. de Paris), A. de Ugarte Postigo (CNRS, OCA, LAM), V. D'Elia (ASI/SSDC & INAF-OAR), N. Gaspari (Radboud Univ.), P. Schady (Univ. of Bath), S. Covino (INAF/Brera), N. R. Tanvir (Univ. Leicester), A. J. Levan (Radboud Univ.), B. P. Gompertz (Birmingham), report on behalf of the Stargate collaboration:

We observed the optical afterglow of GRB 240419A (Siegel et al., GCN 36169; Schneider et al., GCN 36175) using the ESO VLT UT2 (Kueyen) equipped with the UVES high-resolution spectrograph. Observations were automatically performed via the rapid-response mode (RRM) system. The observations consisted of a series of spectra taken on April 19 with the first one starting at 02:15:42 UT (27.7 min after the GRB). The spectra cover a wavelength range from 3700 to 9300 AA and were obtained at a relatively high airmass of 2.4.

In the spectrum of 700 s, we only detect a continuum in the upper chip of the red arm (7770 to 9300 AA). From the detection of multiple absorption features, which we interpret as being due to SII, OI, Si II, Si II*, CII, CII*, Si IV, we infer a common redshift of z = 5.178. We conclude this is the redshift of the burst. This is consistent with the absence of flux in the blue dichroic, which covers the wavelength range from 3300 to 5000 AA, and which is entirely blue-ward of the Lyman break at z = 5.178. We also note the presence of additional absorption features likely due multiple intervening systems.

We acknowledge expert support from the ESO staff in Paranal, in particular Jonathan Smoker and Diego Parraguez.",5.178,GRB 240419A,ESO VLT UT2 (Kueyen),Spectroscopic
36385,2024-05-03 15:23:10.565,"LXT 240402A / GRB 240402B: VLT X-shooter redshift of hostN. R. Tanvir (U. Leicester), J. Palmerio (GEPI/Obs. de Paris), D. B. Malesani (DAWN/NBI & Radboud U.), A. J. Levan (Radboud U.), A. Saccardi (GEPI/Obs. de Paris), A. Martin-Carrillo (UCD), P. G. Jonker (Radboud U.), K. Wiersema (U. Hertfordshire), Y. Julakanti (U. Leicester) report on behalf of the Stargate collaboration: 

We obtained observations of the location of the X-ray transient LXT 240402A (Xu et al., GCN 36016; Jia et al., GCN 36022; Levan et al., GCN 36025), coincident with GRB 240402B detected by GECAM-C (Xue et al., GCN 36017) and Konus-Wind (Ridnaia et al., GCN 36028), using the X-shooter spectrograph at the VLT. Observations began at 04:04 (UT) on 03 May 2024, approximately 31 days after the trigger. The spectrum covers a wavelength range roughly 0.31 to 2.1 mum, with a total integration time of 4800 s.

A weak continuum is seen throughout the spectrum, and we clearly detect emission lines of [O II], H-beta, [O III], H-alpha, and tentatively Ly-alpha, at a common redshift of z = 1.551. We propose that these lines are from the host of the transient. Based on the gamma-ray fluence seen by Konus-Wind in the 20 keV - 10 MeV band (Ridnaia et al., GCN 36028) we conclude an isotropic-equivalent energy release in gamma-rays of 4.7x10^52 erg. This places it very close to the mean Amati relationship (Amati et al. 2006 MNRAS 372 233), and thus is consistent with a long-GRB origin.

We thank ESO support staff Zahed Wahhaj and Francisco Caceres for undertaking these observations. 
",z = 1.551,LXT 240402A / GRB 240402B,VLT,Spectroscopic
3653,2005-07-21 02:47:04.000,"GRB 050709: Refined Spectral and Temporal PropertiesM. Boer, G. Ricker, J-L. Atteia, N. Kawai, D. Lamb, and S. Woosley, on
behalf of the HETE Science Team;

M. Arimoto, T. Donaghy, E. Fenimore, M. Galassi, C. Graziani,
J. Kotoku, M. Maetou, M. Matsuoka, Y. Nakagawa, T. Sakamoto, R. Sato,
Y. Shirasaki, M. Suzuki, T. Tamagawa, K. Tanaka, Y. Yamamoto,
and A. Yoshida, on behalf of the HETE WXM Team;

N. Butler, G. Crew, J. Doty, G. Prigozhin, R. Vanderspek,
J. Villasenor, J. G. Jernigan, A. Levine, G. Azzibrouck, J. Braga,
R. Manchanda, and G. Pizzichini, on behalf of the HETE Operations and
HETE Optical-SXC Teams;

J-F Olive, J-P Dezalay, and K. Hurley, on behalf of the HETE FREGATE
Team;

report:

We have performed a joint fit to the WXM and FREGATE spectral data
for GRB 050709, in order to refine the numbers initially reported in
GCN 3570 (Butler et al. 2005) for the short and long pulse components.

The short pulse is well-fit (chi2/DOF= 35.37/48) by a power-law times
exponential model with photon index alpha = -0.7 +/- 0.2 and nu-F_nu peak
energy Epeak = 83 +18/-12 keV.  The energy fluences of the short pulse
are

S_E(2-30 keV)   = (9.3 +/- 0.9) x 10^(-8) erg cm^-2 and
S_E(30-400 keV) = (2.9 +/- 0.4) x 10^(-7) erg cm^-2.

The X-ray to gamma-ray fluence ratio is thus 0.32.  The t90 duration of
the short pulse is 220 +/- 50 ms in the 2-25 keV energy band and 70 +/- 10
ms in the 30-400 keV band.  The t90 duration and Epeak of the short
pulse are consistent with those found for short/hard GRBs (see, e.g.,
Ghirlanda, Ghisellini, & Celotti 2004, A&A, 422, L55 for plots of the
short/hard GRB Epeak distribution).

The long pulse is well fit (chi2/DOF = 108.86/138) by a power-law model
with photon index beta = -2.2 +0.2/-0.4.  The energy fluences of the
long pulse are

S_E(2-30 keV)   = (7.1 +/- 1.5) x 10^(-7) erg cm^-2 and
S_E(30-400 keV) = (3.9 +4.1/-2.7) x 10^(-7) erg cm^-2.

These spectral results are preliminary because there is a linear trend
in the background that affects the spectral analysis of the long pulse
and has not yet been taken into account.  The t90 of the long pulse is
130 +/- 7 s in the 2-25 keV energy band.

Using the redshift of z = 0.16 measured by Price et al. (2005; GCN 3605),
the isotropic-equivalent energy of the short pulse in the 1-10,000 keV
energy band in the rest frame of the source is

Eiso (short pulse) = (2.7 +1.1/-0.3) x 10^(49) erg,

using Omega_M=0.3, Omega_Lambda=0.7, and h=0.65.  The Eiso and Epeak
values for the short pulse place it well off of the Amati et al. (2002;
A&A, 390, 81) relation for long duration GRBs.

Taking a time interval 0.060 s in the rest frame of the source
(corresponding to t90 = 0.07 s in the 30-400 keV energy band in the
observer frame) and assuming the same cosmology and energy band as
used above for the Eiso determination, the luminosity of the short
pulse in the 1-10,000 keV energy band in the rest frame of the source
is

Liso (short pulse) = (5.2 +/- 1.4) x 10^(50) erg s^-1.

Taking even this short time interval, the Liso and Epeak values for the
short pulse place it off the Yonetoku et al. (2004; ApJ, 609, 935)
correlation for long duration GRBs.

A composite lightcurve showing the short and long pulses in both the
2-25 keV and 30-400 keV bands can be found at

http://space.mit.edu/HETE/Bursts/GRB050709 .",0.16,GRB050709,Swift,Spectroscopic
36574,2024-05-30 11:30:32.799,"GRB 240529A: Redshift from GTC/OSIRIS+A. de Ugarte Postigo (CNRS, OCA/LAM), C. C. Thoene (ASU-CAS), J. F. Agui Fernandez (CAHA), D. B. Malesani (DAWN/NBI and Radboud U.), Rakotondrainibe (LAM), N. R. Tanvir (U. Leicester), J. P. U. Fynbo (DAWN/NBI), L. Izzo (INAF-OACn & DARK/NBI), G. Lombardi (GTC), S. Geier (GTC), A. Cabrera Lavers (GTC), F. Perez-Toledo (GTC), A. Tejero (GTC) report:

We obtained spectroscopy of the afterglow of GRB 240529A (Eyles-Ferris et al. GCN 36556; Kumar et al. GCN 36559; Joshi et al. GCN 36560; Fu et al. GCN 36561; Shilling et al. GCN 36562; Perez-Garcia et al. GCN 36563; Dutton et al. GCN 36568; Mo et al. GCN 36569; Odeh et al. GCN 36573) using OSIRIS+ at the 10.4 m GTC telescope in the Roque de los Muchachos Observatory (La Palma, Spain). The observation consisted of 3x900s exposures using grism R1000B, covering the range between 3600 and 7800 AA at a resolving power of around 600. The observation had a mean epoch 2024-05-30T04:05:55 UT (1.0468 days after the burst onset). At the time of the afterglow acquisition we measure a magnitude of r(AB) = 19.59 +/- 0.05 mag, as compared to PanSTARRS field stars.

In spite of the late observation, the spectrum still shows a bright continuum with many strong spectral features, which we identify as due to at least three absorption systems. The highest redshift one, which we identify as the one corresponding to the redshift of the GRB is at z=2.695. For this system we identify features of HI, SII, SiII SiII*,SiIV, OI, CI, CII, CIV, FeII, AlII and AlIII.

Additionally we detect two strong intervening systems. The highest redshift one has the most prominent features, corresponding to CIV, AlII, AlIII, and FeII at a redshift of z=2.035. The second system, at z=1.695 has features of CIV, AlIII, FeII, MgI, MgII.",2.695,GRB 240529A,GTC,Spectroscopic
3675,2005-07-25 18:05:48.000,"GRB 050724: spectroscopy of object in the XRT error circleS. Piranomonte (INAF/OAR), D. Fugazza (INAF/OABr), F. Fiore (INAF/OAR), S. Covino (INAF/OABr),
P. D'Avanzo (INAF/OABr), D. Malesani (SISSA), G. Tagliaferri (INAF/OABr), G. Chincarini (Univ. 
Milano-Bicocca) and L. Stella (INAF/OAR), on behalf of the MISTICI collaboration, report:

Using the FORS1 instrument at the ESO VLT, we obtained a spectrum of the 
object indicated by Antonelli et al. (GCN 3666), also named as object B 
by Bloom et al. (GCN 3672). This object is liying close to the XRT 
errorbox center (Covino et al., GCN 3665; Romano et al., GCN 3669). 
Observations were obtained on 2005, July 24, starting at 23:16:00 
UT, under good seeing conditions. We used the grism 300V with a slit of 
1.0 arcsec. The integration time was 900 s.


The object is identified with a star trough Ca, CN, G-band, Hbeta, Na 
and Halpha faint absorption lines. It has therefore no likely 
association with GRB 050724.

We thank the excellent work by the ESO staff in performing these 
observations.

This message may be cited.

[GCN OPS NOTE(28jul05):  Per author's request, in the Subject-line
the ""GRB 050624"" was changed to ""GRB 050724"".]",No Redshift,GRB 050724,ESO VLT,Spectroscopic
3679,2005-07-26 00:44:54.000,"GRB 050724: GMOS Imaging and SpectroscopyJ.X. Prochaska (UCO/Lick), H.-W. Chen (MIT), J.S. Bloom (UCB),
and A. Stephens (Gemini) report on behalf of the GRAASP
collaboration:

We have obtained GMOS/R400 spectroscopy (2400s) of the Sources
identified as A, B and D in GCN #3672.  We confirm
the identification of Source B as a Galactic star
(GCN #3675).  We tentatively identify Source A as a
Galactic star based on its PSF and featureless spectrum.

Our acquisition image of the field clearly demonstrates
that Source D is extended and therefore a galaxy.  Our
spectrum of the galaxy is nearly featureless
(lambda=5000-9000A), indicating the galaxy is an early
type consistent with its red color (GCN #3673).
We assign a possible redshift of z=0.257 based on
absorption features at ~6510A and ~7415A which we
associate with MgI and NaI.  The galaxy is located
7.2"" from the refined XRT position (GCN #3678) which
would correspond to 27kpc at z=0.257.

Further observations are encouraged.

We thank the Gemini staff for their help in acquiring
this dataset.

Plots of the data can be found here:
http://www.graasp.org/Data/050724


----------------------------------------------
Jason X. Prochaska
UCO/Lick Observatory
UC Santa Cruz
Santa Cruz, CA 95064

xavier@ucolick.org
http://www.ucolick.org/~xavier/
831-459-2135 (Direct)
831-459-2991 (UCO/Lick Main)
831-459-5244 (Fax)",z=0.257,GRB 050724,GMOS,Spectroscopic
36813,2024-07-03 15:58:09.963,"GRB 240619A: Host galaxy redshift from VLT/X-shooterL. Cotter (UCD), B. Schneider (MIT), D. Xu (NAOC), J. T. Palmerio (GEPI, Obs. de Paris), D. B. Malesani (DAWN/NBI and Radboud Univ.), A. de Ugarte Postigo (CNRS, OCA, LAM), G. Pugliese (Amsterdam), B. P. Gompertz (Birmingham), A. Martin-Carrillo (UCD), A. Rossi (INAF), D. Hartmann (Clemson Univ.), A.L. Thakur (INAF), N. R. Tanvir (Leicester), A. J. Levan (Radboud) report on behalf of the Stargate collaboration:

We observed the location (Gompertz et al., GCN 36715; Capalbi et al., GCN 36721; Mo et al., GCN 36739; Rhodes et al., GCN 36744) of the Fermi GRB 240619A (Fermi GBM team, GCN 36694; Preis et al., GCN 36695; Dalessi et al., GCN 36717) using the X-shooter spectrograph mounted on the ESO VLT UT3 (Melipal). The observation was performed on 2024 July 02 (13.8 days after the GRB). It consisted of 4 exposures of 600 s each and covered the wavelength range 3000-21000 AA.

The target is faintly detected in the r-band acquisition image, with an AB magnitude r ~ 22.8 (calibration is difficult due to paucity of calibrators in the field). This is significantly brighter than the archival object visible in the Pan-STARRS and Legacy surveys, first noticed by Gompertz et al. (GCN 36715), and likely includes a transient contribution.

In a preliminary reduction, we detect several strong emission lines that we identify as  H-alpha, H-beta, H-gamma, the [O II] doublet, [O III] 4959, [O III] 5007, and [Ne III] 3869 at a common redshift of z = 0.3965, which is lower than the photometric value reported in the PS1-STRM catalog (Beck et al. 2020) for galaxy PSO J162.3946+17.2828. We therefore propose this to be the redshift of the GRB.

The Legacy survey images also show a second, fainter object about 1.7"" west of the optical afterglow position. This was also included in the slit, and we measure for it z = 1.338 from detection of [O II] and H-alpha. Given the larger offset, we consider this galaxy to be unrelated to the GRB.

We acknowledge expert support from the ESO staff in Paranal, in particular Matias Jones and Thomas Szeifert.",0.3965,GRB 240619A,ESO VLT UT3 (Melipal),Spectroscopic
3700,2005-07-29 18:13:53.000,"GRB 050724: Secure Host Redshift from KeckJ. X. Prochaska (UCO/Lick), J. S. Bloom (UCB), H.-W. Chen (MIT),
B. Hansen (UCLA), J. Kalirai (UCSC), M. Rich (UCLA) and H. Richer (UBC)
report on behalf of the GRAASP collaboration:

""We have obtained LRISb spectroscopy (900s; 2005-07-29 06:31 UT)
of the putative host galaxy of GRB 050724 (Object D in GCN #3672).
We confirm our previously reported redshift (GCN #3679)
based on the identification of Ca H+K, G-band absorption features,
and the 4000Ang break.  We report a redshift z=0.258 +/- 0.002.
The velocity dispersion based on CaK appears to exceed 200km/s.
The galaxy shows no [OII] emission in our spectrum suggesting minimal
current star formation.

PAIRITEL imaging of the galaxy from July 29 UT yields a K-band magnitude
of 15.3 +/- 0.2 in a 3"" radius aperture.  At this redshift,
and including the effects of Galactic extinction, the galaxy
is 1.7 L* based off the 2MASS luminosity function.

The properties of this galaxy -- a massive early-type at
moderate redshift -- are strikingly similar to the probable host
galaxy of GRB 050509b (GCN #3399).

Based on this redshift and the reported fluence in GCN #3667,
the isotropic -equivalent energy release is
E_gamma(iso) = 9.9e49 erg [19-440 keV, comoving], more than 1
order of magnitude brighter than 050509b
(Bloom et al. astro-ph/0505480).""

Figures and imaging can be found at this following site:
    http://www.graasp.org/Data/050724",0.258 +/- 0.002,GRB 050724,LRISb,Spectroscopic
37041,2024-08-05 14:00:00.490,"GRB 240805A: INTEGRAL spectral analysisD. Götz (CEA Irfu), S. Mereghetti (INAF, IASF Milano), C.Ferrigno, E.Bozzo, V.Savchenko (ISDC, Versoix), L.Ducci (IAAT, Germany and ISDC, Versoix) and J.Borkowski (CAMK, Torun) report:

we performed futher analysis of GRB 240805A detected by GBM, Swift, and INTEGRAL (GCN 37031, 37032, 37037). Our spectral analysis provides a preliminary peak flux, integrated over 1 s, of 4.2 photons (4e-7 erg)/cmsq/s and a fluence of 2.4e-6 erg/cmsq in the 20-200 keV energy band. We note that both these values are lower limits due to telemetry limitations at satellite level.

",No Redshift,GRB 240805A,INTEGRAL,Spectroscopic
3709,2005-07-31 01:42:59.000,"GRB 050730: Redshift Measurement based on Magellan/MIKE ObservationsHsiao-Wen Chen (MIT), Ian Thompson (Carnegie Observatory), Jason X. 
Prochaska (UCO/Lick Observatory), Josh Bloom (UCB) report on behalf of the 
GRAASP collaboration:

""We observed the afterglow of GRB050730 reported by Holland et al. (GCN 3704) 
and Sota et al. (GCN 3705) using the MIKE echelle spectrograph on Magellan II.
The observations started at UT 00:00:04 on July 31, 2005, ~ 4 hours after
the inital Swift/BAT trigger (GCN 3704).  We obtained a high signal-to-noise
(S/N ~ 20 at 8000 Ang) spectrum with a resolution element of ~10 km/s.  We
measure the afterglow at redshift z=3.967 based on a broad absorption trough  
at 6040 Ang, which we identify as the Lya absorption line originated in the 
host of the GRB.  We also detect a suite of strong absorption lines, which we 
confirm as OI1302, SiII 1304, and CII 1334 at this redshift.    

Further analysis is underway.

This message may be cited.""",3.967,GRB050730,Magellan II,Spectroscopic
3710,2005-07-31 02:25:13.000,"GRB050730: confirmation of redshiftE. Rol (U. of Leicester), R. Starling, K, Wiersema (U. of Amsterdam),
P. Vreeswijk (ESO), Andrew Levan (U. of Leicester), Neil O'Mahony
(ING), C. Tadhunter, Javier Rodriguez (Sheffield University), Rosa
M. Gonzlez Delgado (IAA CSIC) report for a larger collaboration:

We have observed the optical afterglow (GCN 3705) of GRB 050730 (GCN
3704) using the ISIS spectrograph on the William Herschel Telescope at
the Observatorio del Roque de los Muchachos on La Palma.

The mid-point of our observations is at 0.143 days after burst. We
obtained 1260+1800 seconds exposures in both the 300B and 300R grisms
with a 2.5 arcsec slit. Though data were taken under high airmass, a
high signal to noise spectrum was obtained.

We find strong damped Ly alpha and Ly beta systems, as well as a
multitude of metallic lines in the spectrum, from which we determine a
redshift of 3.97, confirming the redshift reported in GCN 3709.

We thank the staff of the WHT for outstanding support for these
observations.",3.97,GRB050730,William Herschel Telescope (WHT),Spectroscopic
37122,2024-08-09 23:39:17.816,"GRB 240809A: Tentative redshift from NOTRashmi Gottumukkala (DAWN/NBI), Chandana Chandrasherkhar Hegde (DAWN/DTU), Jens Reersted Larsen (IFA), Ulrika Woulhoj Jakobsen (DTU), Rasmus Damgaard Nielsen (DAWN/NBI), Nikolaj Bjerregaard Sillassen (DAWN/DTU), Albert Bjerregard Sneppen (DAWN/NBI), Johan P. U. Fynbo (DAWN/NBI), Antonio de Ugarte Postigo (CNRS), Daniele B. Malesani (DAWN/NBI and Radboud Univ.) and Nial R. Tanvir (U. Leicester) report:

We observed the afterglow of GRB 240809A (Evans et al. GCN 37110; Want et al. GCN37113; Dubai et al. GCN37114; Jiang et al. GCN 37116) with ALFOSC on the 2.5 m Nordic Optical Telescope (La Palma, Spain). The observation consisted of 300 s imaging in r-band followed by 4x1200 s spectroscopy covering the range between 3500 and 9500 AA. The observation started at 2024 Aug 9.87846 UT, 12.575 hr after the burst. 

The afterglow is well detected in imaging at r ~ 20.3 mag. The spectrum shows continuum emission over the complete spectral range. We identify marginal spectral features which seem to match Mg II, Mg I and Fe II at a common redshift of 1.495, which we propose as the most likely redshift of this GRB.

Further observations to confirm this measurement are encouraged.",1.495,GRB 240809A,Nordic Optical Telescope (NOT),Spectroscopic
37129,2024-08-10 10:16:16.156,"GRB 240809A: Conclusive redshift from VLTB. Schneider (MIT), D. B. Malesani (DAWN/NBI and Radboud Univ.), A. de Ugarte Postigo (CNRS), J. P. U. Fynbo (DAWN/NBI), R. Gottumukkala (DAWN/NBI), L. Izzo (INAF/OACn and DARK/NBI), N. R. Tanvir (Univ. Leicester), D. Xu (NAOC), report on behalf of the Stargate collaboration:

We observed the afterglow of GRB 240809A (Evans et al., GCN 37110; Wang et al., GCN 37113; Dubay et al., GCN 37114; Jiang et al., GCN 37116; Gottumukkala et al., GCN 37122; Shilling & Evans, GCN 37123; Mohan et al., GCN 37125; Zheng & Filippenko, GCN 37127) using the X-shooter spectrograph mounted on the ESO VLT UT3 (Melipal). The observation mid time was 2024 Aug 10.056 UT (16.84 hr after the GRB), consisted of 6 exposures of 600 s each and covered the wavelength range 3000-21000 AA.

In images taken with the acquisition camera, we clearly detect the optical afterglow. In the r band, we measure an AB magnitude of r ~ 20.9, calibrated against the Pan-STARRS catalog.

In a preliminary reduction, we clearly detect continuum over the entire wavelength range. From detection of multiple absorption features, which we interpret as due to Fe II, Mg II, C IV, Al lI and Si II, we infer a common redshift of z = 1.494. No emission lines from the underlying host galaxy are detected in a preliminary analysis. This redshift is perfectly consistent with the value by Gottumukkala et al. (GCN 37122). We thus confirm that z = 1.494 is the redshift of GRB 240809A. We also note the presence of additional absorption features, likely due to an intervening system at z = 0.844.

We acknowledge expert support from the ESO staff in Paranal, in particular Maria Jose Rain, Rob van Holstein, and Boris Haeussler.
",1.494,GRB 240809A,ESO VLT UT3 (Melipal),Spectroscopic
